"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
5172,"AW00016171","Bruce Ruiz","53","50 and above","New","2013-05-10","143","2","1560","75","5","1","780","1560.0000000000000000"
5173,"AW00016172","Janelle Perez","42","40-49","New","2013-10-23","138","2","2790","105","7","2","1395","1395.0000000000000000"
5174,"AW00016173","Cory Rana","43","40-49","New","2013-06-02","142","2","645","75","4","3","322","215.0000000000000000"
5175,"AW00016174","Melinda Hernandez","54","50 and above","New","2013-06-18","142","2","2115","90","5","2","1057","1057.5000000000000000"
5176,"AW00016175","Tony Shan","48","40-49","New","2014-01-26","135","2","1050","75","4","5","525","210.0000000000000000"
5177,"AW00016176","Michele Torres","51","50 and above","VIP","2013-12-04","136","2","66060","45","3","12","33030","5505.0000000000000000"
5178,"AW00016177","Bethany Nath","45","40-49","New","2013-07-14","141","2","1995","105","7","1","997","1995.0000000000000000"
5179,"AW00016178","Alfredo Carlson","50","50 and above","New","2013-11-19","137","2","1635","90","6","7","817","233.5714285714285714"
5180,"AW00016179","Jamie Zhao","51","50 and above","New","2013-11-21","137","2","1080","75","4","2","540","540.0000000000000000"
5181,"AW00016180","Kyle Perez","48","40-49","New","2013-12-04","136","2","65790","75","5","11","32895","5980.9090909090909091"
5182,"AW00016181","Daisy Rubio","54","50 and above","New","2013-12-22","136","2","2565","90","6","2","1282","1282.5000000000000000"
5183,"AW00016182","Louis Sun","55","50 and above","New","2013-12-19","136","2","1260","45","3","6","630","210.0000000000000000"
5184,"AW00016183","Tanya Carlson","49","40-49","New","2013-05-13","143","2","465","45","3","0","232","465"
5185,"AW00016184","Christine She","55","50 and above","New","2013-11-03","137","2","1170","90","5","1","585","1170.0000000000000000"
5186,"AW00016185","Grant Raji","49","40-49","New","2013-05-20","143","2","435","30","2","0","217","435"
5187,"AW00016186","Bethany Raji","45","40-49","New","2013-06-29","142","1","975","45","3","0","975","975"
5188,"AW00016187","Louis Hu","39","30-39","New","2013-11-23","137","2","525","45","3","3","262","175.0000000000000000"
5189,"AW00016188","Teresa Torres","39","30-39","New","2014-01-07","135","2","1455","60","4","1","727","1455.0000000000000000"
5190,"AW00016189","Amanda Hughes","40","40-49","New","2013-12-08","136","2","1590","75","5","5","795","318.0000000000000000"
5191,"AW00016190","Lance Alvarez","40","40-49","New","2013-12-03","136","2","1185","60","4","8","592","148.1250000000000000"
5192,"AW00016191","Margaret Zeng","41","40-49","New","2013-12-29","136","2","405","30","2","2","202","202.5000000000000000"
5193,"AW00016192","Marie Lopez","41","40-49","New","2013-04-28","144","2","1515","60","4","3","757","505.0000000000000000"
5194,"AW00016193","Victor Rubio","41","40-49","New","2013-04-26","144","2","1365","45","3","2","682","682.5000000000000000"
5195,"AW00016194","Katie Deng","46","40-49","New","2013-03-24","145","1","735","30","2","0","735","735"
5196,"AW00016195","Abby Perez","46","40-49","New","2013-05-22","143","1","1395","45","3","0","1395","1395"
5197,"AW00016196","Kurt Raheem","46","40-49","VIP","2013-08-27","140","3","108555","105","7","17","36185","6385.5882352941176471"
5198,"AW00016197","Heidi Prasad","41","40-49","VIP","2013-10-31","137","2","41355","45","3","19","20677","2176.5789473684210526"
5199,"AW00016198","Arthur Navarro","47","40-49","New","2013-07-10","141","2","1725","60","4","2","862","862.5000000000000000"
5200,"AW00016199","Terrence Xie","47","40-49","VIP","2013-08-19","140","3","103770","75","5","16","34590","6485.6250000000000000"
5201,"AW00016200","Julia Edwards","48","40-49","New","2013-04-24","144","2","1455","60","4","1","727","1455.0000000000000000"
5202,"AW00016201","Ross Martin","48","40-49","VIP","2013-07-21","141","2","45870","75","5","18","22935","2548.3333333333333333"
5203,"AW00016202","Kenneth Jai","48","40-49","New","2013-10-09","138","1","465","45","3","0","465","465"
5204,"AW00016203","Warren Raje","49","40-49","VIP","2013-10-18","138","3","104100","120","8","13","34700","8007.6923076923076923"
5205,"AW00016204","Terrence Anand","43","40-49","VIP","2013-11-03","137","3","107430","75","5","13","35810","8263.8461538461538462"
5206,"AW00016205","Melanie Sanders","43","40-49","VIP","2013-11-11","137","3","104265","105","7","13","34755","8020.3846153846153846"
5207,"AW00016206","Cindy Lewis","48","40-49","VIP","2013-08-25","140","3","108045","120","8","16","36015","6752.8125000000000000"
5208,"AW00016207","Jordan Shan","43","40-49","VIP","2013-09-02","139","3","108390","105","7","16","36130","6774.3750000000000000"
5209,"AW00016208","Ruth Chandra","48","40-49","New","2013-03-04","145","1","1800","60","4","0","1800","1800"
5210,"AW00016209","Carolyn Alvarez","49","40-49","New","2013-02-03","146","1","465","30","2","0","465","465"
5211,"AW00016210","Olivia Cooper","45","40-49","New","2013-12-16","136","1","9690","75","5","0","9690","9690"
5212,"AW00016211","Jesse Roberts","44","40-49","New","2013-12-02","136","1","8805","30","2","0","8805","8805"
5213,"AW00016212","Jacqueline Rivera","89","50 and above","New","2013-12-16","136","1","600","30","2","0","600","600"
5214,"AW00016213","Kaylee Turner","53","50 and above","New","2013-10-12","138","3","2325","90","6","3","775","775.0000000000000000"
5215,"AW00016214","Brett Fernandez","48","40-49","New","2013-03-31","144","1","225","45","3","0","225","225"
5216,"AW00016215","Thomas Turner","53","50 and above","New","2013-12-22","136","1","9270","75","5","0","9270","9270"
5217,"AW00016216","Charles Mitchell","42","40-49","New","2013-12-05","136","1","9210","45","3","0","9210","9210"
5218,"AW00016217","Amanda Gonzales","53","50 and above","New","2013-08-29","140","1","1875","30","2","0","1875","1875"
5219,"AW00016218","Julia Simmons","60","50 and above","New","2013-01-12","147","1","8625","30","2","0","8625","8625"
5220,"AW00016219","Angel Sanders","60","50 and above","New","2013-06-09","142","1","8310","45","3","0","8310","8310"
5221,"AW00016220","Megan Russell","66","50 and above","New","2013-07-24","141","1","8445","60","4","0","8445","8445"
5222,"AW00016221","Darren Saunders","60","50 and above","New","2013-02-15","146","1","8835","60","4","0","8835","8835"
5223,"AW00016222","Brandon Anderson","65","50 and above","New","2013-02-14","146","1","8415","30","2","0","8415","8415"
5224,"AW00016223","Carlos Collins","66","50 and above","New","2013-02-14","146","1","8445","60","4","0","8445","8445"
5225,"AW00016224","Jacob Martinez","66","50 and above","New","2013-02-26","146","1","8340","60","4","0","8340","8340"
5226,"AW00016225","Wyatt Nelson","55","50 and above","New","2013-03-03","145","1","8310","45","3","0","8310","8310"
5227,"AW00016226","Maria Blue","66","50 and above","New","2013-03-03","145","1","8310","45","3","0","8310","8310"
5228,"AW00016227","Eric Lopez","65","50 and above","New","2013-01-30","147","1","1215","45","3","0","1215","1215"
5229,"AW00016228","Rafael Zhu","58","50 and above","New","2013-12-11","136","1","8550","45","3","0","8550","8550"
5230,"AW00016229","Wayne Chande","53","50 and above","New","2013-12-07","136","1","8580","60","4","0","8580","8580"
5231,"AW00016230","Craig Blanco","64","50 and above","New","2013-12-18","136","1","9285","30","2","0","9285","9285"
5232,"AW00016231","Dana Martin","63","50 and above","New","2013-01-11","147","1","37890","45","3","0","37890","37890"
5233,"AW00016232","Chase Richardson","64","50 and above","New","2013-02-17","146","1","37140","30","2","0","37140","37140"
5234,"AW00016233","Rebecca King","53","50 and above","New","2014-01-14","135","1","1710","60","4","0","1710","1710"
5235,"AW00016234","Wyatt Martin","63","50 and above","New","2013-06-02","142","1","210","30","2","0","210","210"
5236,"AW00016235","Sebastian Morris","58","50 and above","New","2013-02-18","146","1","36645","15","1","0","36645","36645"
5237,"AW00016236","Nicholas Martinez","57","50 and above","New","2013-09-25","139","1","1485","60","4","0","1485","1485"
5238,"AW00016237","Erin James","62","50 and above","New","2013-03-02","145","1","37725","60","4","0","37725","37725"
5239,"AW00016238","Ann Arun","61","50 and above","New","2013-04-09","144","1","195","30","2","0","195","195"
5240,"AW00016239","Gabriel Nelson","61","50 and above","New","2014-01-05","135","1","600","30","2","0","600","600"
5241,"AW00016240","Madeline Green","50","50 and above","New","2014-01-02","135","1","75","15","1","0","75","75"
5242,"AW00016241","Isabel Butler","50","50 and above","New","2013-09-13","139","2","1905","45","3","4","952","476.2500000000000000"
5243,"AW00016242","Megan Garcia","61","50 and above","New","2013-06-23","142","1","105","30","2","0","105","105"
5244,"AW00016243","Maria James","61","50 and above","New","2013-08-26","140","2","1380","30","2","5","690","276.0000000000000000"
5245,"AW00016244","Gregory Kumar","55","50 and above","New","2013-10-14","138","1","35550","60","4","0","35550","35550"
5246,"AW00016245","Alexandra Griffin","55","50 and above","New","2014-01-23","135","1","75","15","1","0","75","75"
5247,"AW00016246","Lucas Simmons","60","50 and above","New","2013-06-07","142","1","195","30","2","0","195","195"
5248,"AW00016247","Anna Brown","60","50 and above","New","2013-07-22","141","3","1440","120","6","0","480","1440"
5249,"AW00016248","Alyssa Ross","60","50 and above","New","2013-05-02","143","1","600","30","2","0","600","600"
5250,"AW00016249","Jesse Rivera","54","50 and above","New","2013-04-29","144","1","210","30","2","0","210","210"
5251,"AW00016250","Brendan Raje","45","40-49","VIP","2013-12-28","136","2","67680","45","3","22","33840","3076.3636363636363636"
5252,"AW00016251","Makayla Howard","47","40-49","New","2013-12-18","136","2","405","30","2","7","202","57.8571428571428571"
5253,"AW00016252","Danny Jim├®nez","52","50 and above","VIP","2013-11-02","137","2","41730","45","3","18","20865","2318.3333333333333333"
5254,"AW00016253","Bethany Lal","52","50 and above","VIP","2013-11-17","137","2","40830","30","2","19","20415","2148.9473684210526316"
5255,"AW00016254","Maria Morris","52","50 and above","New","2013-02-21","146","1","375","15","1","0","375","375"
5256,"AW00016255","Taylor Russell","52","50 and above","New","2013-04-17","144","1","2820","45","3","0","2820","2820"
5257,"AW00016256","Richard Collins","52","50 and above","New","2013-09-04","139","2","1230","45","3","2","615","615.0000000000000000"
5258,"AW00016257","Michele Chandra","46","40-49","New","2014-01-15","135","1","1095","60","4","0","1095","1095"
5259,"AW00016258","Deanna Malhotra","51","50 and above","New","2013-12-19","136","1","960","45","3","0","960","960"
5260,"AW00016259","Ebony Sai","53","50 and above","VIP","2013-12-08","136","2","41355","45","3","14","20677","2953.9285714285714286"
5261,"AW00016260","Gina Schmidt","48","40-49","VIP","2013-08-07","140","2","45015","75","5","18","22507","2500.8333333333333333"
5262,"AW00016261","Diana Navarro","41","40-49","VIP","2013-11-12","137","3","107550","105","7","13","35850","8273.0769230769230769"
5263,"AW00016262","Kathryn Xie","40","40-49","VIP","2013-12-13","136","3","104250","120","7","15","34750","6950.0000000000000000"
5264,"AW00016263","Eduardo Robinson","52","50 and above","VIP","2013-09-19","139","3","108645","105","7","16","36215","6790.3125000000000000"
5265,"AW00016264","Jennifer Howard","91","50 and above","New","2013-11-24","137","2","930","45","3","0","465","930"
5266,"AW00016265","Julie Goel","42","40-49","New","2013-10-02","138","1","405","30","2","0","405","405"
5267,"AW00016266","Alisha Yang","53","50 and above","New","2013-07-05","141","1","960","45","3","0","960","960"
5268,"AW00016267","Edwin Chen","53","50 and above","VIP","2013-11-22","137","2","45555","45","3","19","22777","2397.6315789473684211"
5269,"AW00016268","Lindsey Kumar","52","50 and above","VIP","2013-12-15","136","2","41685","75","5","13","20842","3206.5384615384615385"
5270,"AW00016269","Tara Nath","53","50 and above","VIP","2013-12-11","136","2","41685","75","5","20","20842","2084.2500000000000000"
5271,"AW00016270","Jerome Hernandez","53","50 and above","VIP","2013-12-02","136","2","41580","75","5","19","20790","2188.4210526315789474"
5272,"AW00016271","Michele Gutierrez","54","50 and above","VIP","2013-12-15","136","2","45210","60","4","19","22605","2379.4736842105263158"
5273,"AW00016272","Raul Deng","54","50 and above","VIP","2013-08-14","140","2","45315","45","3","17","22657","2665.5882352941176471"
5274,"AW00016273","Marie Martinez","48","40-49","VIP","2013-11-30","137","2","42060","60","4","13","21030","3235.3846153846153846"
5275,"AW00016274","Ross Diaz","55","50 and above","New","2014-01-02","135","1","75","15","1","0","75","75"
5276,"AW00016275","Deborah McDonald","55","50 and above","VIP","2013-08-10","140","2","49230","45","3","18","24615","2735.0000000000000000"
5277,"AW00016276","Brandi Carlson","44","40-49","New","2013-12-12","136","1","105","30","2","0","105","105"
5278,"AW00016277","Christy Luo","55","50 and above","VIP","2013-08-06","140","2","45150","60","4","17","22575","2655.8823529411764706"
5279,"AW00016278","Angel Turner","55","50 and above","VIP","2013-12-06","136","2","44880","45","3","19","22440","2362.1052631578947368"
5280,"AW00016279","Victoria Patterson","56","50 and above","New","2013-09-27","139","1","735","45","3","0","735","735"
5281,"AW00016280","Glenn Ma","56","50 and above","New","2013-11-04","137","1","195","30","2","0","195","195"
5282,"AW00016281","Gilbert Luo","56","50 and above","New","2013-06-27","142","1","960","45","3","0","960","960"
5283,"AW00016282","Kristine Suarez","56","50 and above","New","2013-06-29","142","2","960","60","4","1","480","960.0000000000000000"
5284,"AW00016283","Clayton Raji","50","50 and above","New","2013-10-03","138","1","960","45","3","0","960","960"
5285,"AW00016284","Troy Perez","56","50 and above","New","2013-06-12","142","1","105","30","2","0","105","105"
5286,"AW00016285","Mindy Xie","52","50 and above","New","2014-01-16","135","1","1155","75","5","0","1155","1155"
5287,"AW00016286","Billy Torres","47","40-49","VIP","2013-12-02","136","3","103815","60","4","14","34605","7415.3571428571428571"
5288,"AW00016287","Laura Xu","52","50 and above","VIP","2013-11-30","137","2","68085","60","4","21","34042","3242.1428571428571429"
5289,"AW00016288","Edwin Shen","39","30-39","VIP","2013-12-10","136","2","41535","45","3","13","20767","3195.0000000000000000"
5290,"AW00016289","Julie Pal","54","50 and above","VIP","2013-12-26","136","2","41685","60","4","14","20842","2977.5000000000000000"
5291,"AW00016290","Russell Nath","54","50 and above","VIP","2013-11-30","137","2","42345","90","6","19","21172","2228.6842105263157895"
5292,"AW00016291","Lindsey Lal","55","50 and above","New","2013-01-21","147","2","73815","45","3","3","36907","24605.000000000000"
5293,"AW00016292","Carly Lal","49","40-49","New","2013-03-25","145","1","480","30","2","0","480","480"
5294,"AW00016293","Sean Adams","54","50 and above","New","2013-07-01","141","1","75","15","1","0","75","75"
5295,"AW00016294","Steve Hu","49","40-49","New","2013-07-05","141","1","210","30","2","0","210","210"
5296,"AW00016295","Roger Xu","50","50 and above","New","2013-03-17","145","1","2070","75","5","0","2070","2070"
5297,"AW00016296","Sydney White","55","50 and above","New","2013-12-02","136","1","1845","75","5","0","1845","1845"
5298,"AW00016297","Deanna Garcia","50","50 and above","VIP","2013-10-24","138","3","103350","60","4","17","34450","6079.4117647058823529"
5299,"AW00016298","Adrienne Sanz","56","50 and above","VIP","2013-10-01","138","3","105015","135","9","16","35005","6563.4375000000000000"
5300,"AW00016299","Alison Tang","41","40-49","New","2013-04-24","144","1","75","15","1","0","75","75"
5301,"AW00016300","Orlando Martin","41","40-49","New","2013-12-20","136","2","1680","60","4","5","840","336.0000000000000000"
5302,"AW00016301","Omar Cai","42","40-49","New","2013-03-16","145","1","1095","60","4","0","1095","1095"
5303,"AW00016302","Rosa Zeng","39","30-39","New","2013-04-23","144","1","375","15","1","0","375","375"
5304,"AW00016303","Tracy Yuan","40","40-49","New","2014-01-26","135","1","2250","45","3","0","2250","2250"
5305,"AW00016304","Justin Moore","40","40-49","New","2013-04-30","144","1","735","30","2","0","735","735"
5306,"AW00016305","Stanley Gonzalez","40","40-49","VIP","2013-12-14","136","2","44745","30","2","18","22372","2485.8333333333333333"
5307,"AW00016306","Kristine Romero","40","40-49","New","2013-10-23","138","2","435","45","3","6","217","72.5000000000000000"
5308,"AW00016307","Kelli Sun","50","50 and above","VIP","2013-10-21","138","3","103770","75","5","17","34590","6104.1176470588235294"
5309,"AW00016308","Sheena Chander","51","50 and above","VIP","2013-12-23","136","2","68280","75","5","22","34140","3103.6363636363636364"
5310,"AW00016309","Desiree Ortega","57","50 and above","VIP","2013-09-30","139","3","103665","90","6","16","34555","6479.0625000000000000"
5311,"AW00016310","Diana Rubio","52","50 and above","VIP","2013-10-21","138","3","90150","75","5","12","30050","7512.5000000000000000"
5312,"AW00016311","Carl Beck","51","50 and above","New","2013-01-04","147","2","44820","75","5","11","22410","4074.5454545454545455"
5313,"AW00016312","Bethany Beck","41","40-49","New","2013-11-22","137","1","960","45","3","0","960","960"
5314,"AW00016313","Hailey Russell","41","40-49","New","2012-12-28","148","2","74775","90","6","7","37387","10682.1428571428571429"
5315,"AW00016314","Gabriel Ross","41","40-49","New","2013-07-02","141","2","1680","60","4","3","840","560.0000000000000000"
5316,"AW00016315","Garrett Richardson","42","40-49","New","2013-10-22","138","1","435","30","2","0","435","435"
5317,"AW00016316","Kelli Hu","42","40-49","New","2013-01-16","147","2","69900","60","4","8","34950","8737.5000000000000000"
5318,"AW00016317","Joel Raman","42","40-49","VIP","2013-09-15","139","2","45015","45","3","18","22507","2500.8333333333333333"
5319,"AW00016318","Kellie Moreno","42","40-49","VIP","2013-09-02","139","2","45315","75","5","18","22657","2517.5000000000000000"
5320,"AW00016319","Joy Ortega","42","40-49","New","2013-03-24","145","1","405","30","2","0","405","405"
5321,"AW00016320","Rachel Simmons","43","40-49","New","2013-03-01","145","1","735","30","2","0","735","735"
5322,"AW00016321","Ruth Malhotra","39","30-39","New","2013-12-31","135","2","1455","75","5","5","727","291.0000000000000000"
5324,"AW00016323","Dustin Raje","44","40-49","New","2013-08-19","140","1","375","15","1","0","375","375"
5325,"AW00016324","Juan Romero","39","30-39","New","2013-02-09","146","2","49230","75","5","11","24615","4475.4545454545454545"
5326,"AW00016325","Emma Williams","106","50 and above","New","2013-11-22","137","2","2565","60","4","1","1282","2565.0000000000000000"
5327,"AW00016326","J├®sus Romero","46","40-49","New","2013-04-09","144","1","375","15","1","0","375","375"
5328,"AW00016327","Darren Diaz","41","40-49","New","2013-01-26","147","2","69720","75","4","8","34860","8715.0000000000000000"
5329,"AW00016328","Maurice Rai","46","40-49","VIP","2013-09-18","139","2","45015","45","3","19","22507","2369.2105263157894737"
5330,"AW00016329","Jamie Ye","40","40-49","VIP","2013-09-19","139","2","49065","90","6","19","24532","2582.3684210526315789"
5331,"AW00016330","Luke Simmons","46","40-49","New","2013-05-20","143","1","465","45","3","0","465","465"
5332,"AW00016331","Erin Richardson","42","40-49","New","2014-01-21","135","3","1785","120","8","10","595","178.5000000000000000"
5333,"AW00016332","Joan Vazquez","71","50 and above","New","2013-12-23","136","2","2205","90","6","3","1102","735.0000000000000000"
5334,"AW00016333","Caleb Hill","42","40-49","New","2013-06-04","142","1","855","30","2","0","855","855"
5335,"AW00016334","Natalie Bailey","41","40-49","New","2013-01-30","147","1","1275","45","3","0","1275","1275"
5336,"AW00016335","Kristen Lu","42","40-49","New","2013-09-23","139","1","555","45","3","0","555","555"
5337,"AW00016336","Jonathan Wright","42","40-49","New","2013-10-01","138","1","960","45","3","0","960","960"
5338,"AW00016337","Jose White","42","40-49","New","2013-11-26","137","1","105","30","2","0","105","105"
5339,"AW00016338","Barbara Zhang","70","50 and above","New","2013-04-30","144","2","2535","90","6","3","1267","845.0000000000000000"
5340,"AW00016339","Seth Davis","69","50 and above","New","2013-01-07","147","2","47535","30","2","0","23767","47535"
5341,"AW00016340","Sean Mitchell","38","30-39","New","2013-03-28","145","1","9135","60","4","0","9135","9135"
5342,"AW00016341","Lacey Raji","67","50 and above","New","2013-10-08","138","2","1320","60","4","0","660","1320"
5343,"AW00016342","Gregory Jai","63","50 and above","New","2013-12-30","136","2","2145","90","6","1","1072","2145.0000000000000000"
5344,"AW00016343","Joel Malhotra","57","50 and above","New","2013-10-31","137","2","870","60","4","4","435","217.5000000000000000"
5345,"AW00016344","Xavier King","39","30-39","New","2013-10-21","138","1","34425","15","1","0","34425","34425"
5346,"AW00016345","Francis Ramos","66","50 and above","VIP","2013-10-17","138","2","62595","60","4","32","31297","1956.0937500000000000"
5347,"AW00016346","Marc Navarro","60","50 and above","New","2013-12-23","136","2","555","75","3","8","277","69.3750000000000000"
5348,"AW00016347","Raul Sharma","66","50 and above","VIP","2013-12-22","136","2","88770","75","5","34","44385","2610.8823529411764706"
5349,"AW00016348","Roy Raman","65","50 and above","VIP","2013-12-23","136","2","88770","60","4","35","44385","2536.2857142857142857"
5350,"AW00016349","Levi Sai","65","50 and above","VIP","2013-12-18","136","2","88470","30","2","34","44235","2602.0588235294117647"
5351,"AW00016350","Fernando Thompson","60","50 and above","VIP","2013-12-23","136","2","88545","60","4","35","44272","2529.8571428571428571"
5352,"AW00016351","Martha Xu","65","50 and above","VIP","2013-12-03","136","2","88095","30","2","35","44047","2517.0000000000000000"
5353,"AW00016352","Tiffany Gao","59","50 and above","VIP","2013-12-01","136","2","89220","90","6","34","44610","2624.1176470588235294"
5354,"AW00016353","Alejandro Xu","43","40-49","New","2013-06-09","142","1","1605","45","3","0","1605","1605"
5355,"AW00016354","Janet Torres","44","40-49","New","2013-03-09","145","1","8625","30","2","0","8625","8625"
5356,"AW00016355","Sam Foster","44","40-49","New","2013-03-20","145","1","1350","45","3","0","1350","1350"
5357,"AW00016356","Sophia Baker","43","40-49","New","2013-07-15","141","1","105","30","2","0","105","105"
5358,"AW00016357","Margaret Russell","45","40-49","New","2013-08-26","140","1","75","15","1","0","75","75"
5359,"AW00016358","Samuel Jai","45","40-49","New","2013-09-25","139","4","1320","90","6","6","330","220.0000000000000000"
5360,"AW00016359","Shelby Richardson","65","50 and above","New","2013-08-13","140","1","105","30","2","0","105","105"
5361,"AW00016360","Justin Garcia","65","50 and above","New","2013-03-01","145","1","8310","45","3","0","8310","8310"
5362,"AW00016361","Wyatt White","64","50 and above","New","2013-03-11","145","1","37725","60","4","0","37725","37725"
5363,"AW00016362","Joshua Smith","64","50 and above","New","2013-04-18","144","1","37230","60","4","0","37230","37230"
5364,"AW00016363","Melanie Ramirez","64","50 and above","New","2013-03-19","145","1","37215","60","4","0","37215","37215"
5365,"AW00016364","Shawna Yuan","64","50 and above","New","2013-04-23","144","1","37230","60","4","0","37230","37230"
5366,"AW00016365","Jenna Young","64","50 and above","New","2013-11-16","137","1","37350","75","5","0","37350","37350"
5367,"AW00016366","Isabelle Henderson","53","50 and above","New","2013-11-11","137","1","38445","30","2","0","38445","38445"
5368,"AW00016367","Emily Williams","47","40-49","New","2013-10-28","138","1","600","30","2","0","600","600"
5369,"AW00016368","Lauren Williams","58","50 and above","New","2014-01-01","135","1","1485","60","4","0","1485","1485"
5370,"AW00016369","Isabel Powell","57","50 and above","New","2013-09-02","139","1","405","30","2","0","405","405"
5371,"AW00016370","Molly Gonzalez","58","50 and above","New","2014-01-27","135","3","1995","90","6","1","665","1995.0000000000000000"
5372,"AW00016371","Caleb Diaz","63","50 and above","New","2013-06-15","142","1","825","30","2","0","825","825"
5373,"AW00016372","Vanessa Foster","51","50 and above","New","2013-04-04","144","1","37230","60","4","0","37230","37230"
5374,"AW00016373","Sara Cook","62","50 and above","New","2013-04-16","144","1","38685","75","5","0","38685","38685"
5375,"AW00016374","Edward Phillips","61","50 and above","New","2013-12-20","136","1","225","45","3","0","225","225"
5376,"AW00016375","Gabriella Hernandez","56","50 and above","New","2013-05-15","143","1","37170","30","2","0","37170","37170"
5377,"AW00016376","Maria Wright","61","50 and above","New","2013-11-02","137","1","105","30","2","0","105","105"
5378,"AW00016377","Jordan Adams","55","50 and above","New","2013-02-23","146","1","210","30","2","0","210","210"
5379,"AW00016378","Hailey Baker","61","50 and above","New","2013-12-14","136","1","210","30","2","0","210","210"
5380,"AW00016379","Marc Jimenez","55","50 and above","New","2013-12-03","136","1","885","30","2","0","885","885"
5381,"AW00016380","Mariah Torres","50","50 and above","New","2013-12-02","136","2","2940","60","4","4","1470","735.0000000000000000"
5382,"AW00016381","Kayla Davis","61","50 and above","New","2013-02-28","146","1","75","15","1","0","75","75"
5383,"AW00016382","Jennifer Davis","61","50 and above","New","2013-04-07","144","1","900","30","2","0","900","900"
5384,"AW00016383","Brian Kelly","61","50 and above","New","2013-03-03","145","1","885","30","2","0","885","885"
5385,"AW00016384","Jada Reed","60","50 and above","New","2013-01-31","146","1","105","30","2","0","105","105"
5386,"AW00016385","James Perez","59","50 and above","New","2013-06-05","142","1","960","45","3","0","960","960"
5387,"AW00016386","Philip Moyer","51","50 and above","New","2013-08-25","140","2","1950","75","5","0","975","1950"
5388,"AW00016387","Douglas Vance","51","50 and above","New","2013-12-19","136","2","1425","60","4","3","712","475.0000000000000000"
5389,"AW00016388","Jay Torres","45","40-49","New","2013-01-10","147","2","70110","75","5","3","35055","23370.000000000000"
5390,"AW00016389","Arturo Shen","45","40-49","New","2013-04-15","144","2","69585","60","4","11","34792","6325.9090909090909091"
5391,"AW00016390","Mario Nath","51","50 and above","New","2013-04-10","144","2","69870","45","2","10","34935","6987.0000000000000000"
5392,"AW00016391","Sergio Suri","45","40-49","New","2013-01-18","147","2","69375","30","2","3","34687","23125.000000000000"
5393,"AW00016392","Kari Raman","51","50 and above","VIP","2013-10-01","138","3","86805","75","4","12","28935","7233.7500000000000000"
5394,"AW00016393","Xavier Edwards","40","40-49","New","2013-10-15","138","3","87630","105","7","11","29210","7966.3636363636363636"
5395,"AW00016394","Bryan Bell","46","40-49","New","2013-01-10","147","2","69900","45","3","3","34950","23300.000000000000"
5396,"AW00016395","Tara Pal","51","50 and above","New","2013-02-27","146","1","960","45","3","0","960","960"
5397,"AW00016396","Keith Rai","52","50 and above","New","2013-04-04","144","1","480","45","3","0","480","480"
5398,"AW00016397","Andy Navarro","47","40-49","New","2013-07-31","140","1","975","45","3","0","975","975"
5399,"AW00016398","Emmanuel Rana","51","50 and above","New","2013-03-11","145","1","795","45","3","0","795","795"
5400,"AW00016399","Arturo Xu","52","50 and above","New","2013-03-16","145","1","480","45","3","0","480","480"
5401,"AW00016400","Theodore Ramos","47","40-49","New","2013-01-27","147","2","74370","75","5","3","37185","24790.000000000000"
5402,"AW00016401","Margaret Gao","52","50 and above","New","2013-11-08","137","2","1530","75","5","0","765","1530"
5403,"AW00016402","Alexander Martin","52","50 and above","New","2014-01-28","135","2","150","30","2","1","75","150.0000000000000000"
5404,"AW00016403","Byron Suarez","53","50 and above","New","2013-12-10","136","1","570","45","3","0","570","570"
5405,"AW00016404","Raul Nara","52","50 and above","VIP","2013-10-27","138","3","90030","90","6","12","30010","7502.5000000000000000"
5406,"AW00016405","Adriana Sai","52","50 and above","New","2013-02-13","146","2","48930","45","3","11","24465","4448.1818181818181818"
5407,"AW00016406","Dakota Henderson","46","40-49","New","2013-01-31","146","2","46650","45","3","11","23325","4240.9090909090909091"
5408,"AW00016407","Colleen Zhao","53","50 and above","VIP","2013-10-16","138","2","48735","75","5","19","24367","2565.0000000000000000"
5409,"AW00016408","Arthur Madan","54","50 and above","New","2013-03-19","145","2","70395","75","4","5","35197","14079.000000000000"
5410,"AW00016409","Ebony Moreno","48","40-49","New","2013-05-11","143","2","73860","75","5","11","36930","6714.5454545454545455"
5411,"AW00016410","Joy Navarro","55","50 and above","VIP","2013-10-10","138","2","48630","60","4","19","24315","2559.4736842105263158"
5412,"AW00016411","Stanley Sanchez","55","50 and above","New","2013-05-02","143","2","69900","45","3","10","34950","6990.0000000000000000"
5413,"AW00016412","Leah Liang","44","40-49","New","2013-04-19","144","2","73815","60","4","6","36907","12302.500000000000"
5414,"AW00016413","Julia Gonzalez","88","50 and above","New","2013-03-05","145","1","570","45","3","0","570","570"
5415,"AW00016414","Kelly Flores","55","50 and above","New","2013-05-28","143","2","73785","45","3","11","36892","6707.7272727272727273"
5416,"AW00016415","Andre Patel","55","50 and above","New","2013-04-24","144","2","73950","60","4","5","36975","14790.000000000000"
5417,"AW00016416","Brian Rivera","49","40-49","New","2013-04-19","144","2","74565","60","4","5","37282","14913.000000000000"
5418,"AW00016417","Noah Bryant","49","40-49","VIP","2013-10-11","138","2","45015","45","3","19","22507","2369.2105263157894737"
